"subject","country","rel_1","rel_2","rel_3","rel_4","rel_5","rel_6","rel_7","rel_8","rel_9","cnorm_1","cnorm_2","wb_gen_1","wb_gen_2","wb_phys_1","wb_phys_2","wb_phys_3","wb_phys_4","wb_phys_5","wb_phys_6","wb_phys_7","wb_psych_1","wb_psych_2","wb_psych_3","wb_psych_4","wb_psych_5","wb_psych_6","wb_soc_1","wb_soc_2","wb_soc_3","wb_overall_mean","wb_phys_mean","wb_psych_mean","wb_soc_mean","age","gender","ses","education","ethnicity","denomination","gdp","gdp_scaled","sample_type","compensation","attention_check","majority"
"6676","Germany","0.166666666666667","0","0","0","0.666666666666667","0.666666666666667","0.833333333333333","0","0","0","0.5","4","5","5","3","4","4","5","5","2","3","4","4","1","4","2","4","5","1","3.61111111111111","4.42857142857143","4.16666666666667","3.33333333333333","21","woman","6","6","Caucasian/European",NA,"30523.8592390474","0.500518754706187","mixed","no compensation","1","1"
"5654","Morocco","0","0.428571428571429","1","1","0","0.5","0","0","1","0.5","0.75","4","2","3","5","4","4","3","5","3","2","3","4","4","4","4","3","3","1","4.05555555555556","3.57142857142857","4","4.33333333333333","25","man","6","5","Caucasian/European","Christian (Roman Catholic)","46210.5476227883","1.00180198970142","online panel","monetary reward","1","1"
"3750","UK","0.833333333333333","0.428571428571429","0","1","0.166666666666667","0.833333333333333","0.166666666666667","0","0.5","0.25","0.25","3","3","5","5","2","5","5","4","2","5","5","3","4","2","4","4","4","3","2.61111111111111","5","3.5","2.33333333333333","31","woman","3","5","Caucasian/European",NA,"46556.0995671478","0.292837379808369","online panel","monetary reward","1","1"
"2549","Turkey","0.5","0","0","1","0.666666666666667","1","0.833333333333333","0.75","1","0","0.25","4","5","5","5","2","4","2","4","4","3","4","4","4","3","2","3","4","4","3.88888888888889","3.71428571428571","4.16666666666667","4","26","man","6","4","Caucasian/European",NA,"64581.9440183954","-0.915551454303884","students","no compensation + course credit","1","1"
"2887","Germany","0","0","0","0","0.333333333333333","0","0.333333333333333","0","1","0.25","0.25","4","3","4","5","4","5","4","3","2","3","4","4","4","4","2","4","3","3","4.61111111111111","3.71428571428571","4","4","65","woman","7","6","Latin-American","Christian (Roman Catholic)","48195.5799044116","0.292837379808369","online panel","course credit","1","1"
"6747","Netherlands","0","0","0","0","0.5","0.166666666666667","0.666666666666667","0.5","0.5","0.75","0.25","4","2","5","2","4","5","3","2","2","4","4","4","3","4","3","4","3","4","2.94444444444444","3.42857142857143","4","2.5","24","man","9","6",NA,NA,"48195.5799044116","0.590206515018923","general public","raffle","1","1"
"10110","Croatia","0.333333333333333","0","1","1","0.833333333333333","1","0.666666666666667","0","0","0.75","0.25","3","4","4","5","4","5","3","4","5","5","4","5","4","4","4","4","4","3","3.5","3.71428571428571","4","4","52","woman","4","6","Caucasian/European","Christian (Protestant)","41463.6440227034","1.33057548063109","mixed","monetary reward","1","1"
"4479","Denmark","0","0","0","1","0.5","0","0","0","0","1","0.25","5","4","2","5","4","4","4","5","3","4","3","4","4","4","1","4","3","3","4.27777777777778","2.42857142857143","4","3.33333333333333","19","man","5","2",NA,NA,"57305.2990162045","0.590206515018923","online panel","raffle","1","1"
"4211","Turkey","0.166666666666667","0.285714285714286","0","1","0.5","0.833333333333333","0.333333333333333","0","0.25","0.75","0","5","4","5","4","5","5","2","4","4","4","4","3","5","4","2","4","2","2","3.94444444444444","2.85714285714286","2.16666666666667","3.66666666666667","34","man","7","5","Caucasian/European",NA,"57305.2990162045","-1.1666606545353","online panel","raffle","1","1"
"7882","Germany","0.5","0.857142857142857","0","0","0","1","0","0.25","0","0.5","0.25","4","5","4","5","5","5","4","4","3","4","3","3","4","4","3","2","5","4","3.72222222222222","4.14285714285714","3.33333333333333","3","20","man","7","1","Mixed / other","Christian (Protestant)","64581.9440183954","1.24288037523174","mixed","raffle","1","1"
"1902","Brazil","0.333333333333333","0","0","0","0","1","0","0.25","0","0.25","0.75","4","2","5","5","2","3","4","2","1","2","4","4","3","4","3","2","3","3","4.16666666666667","4.28571428571429","2.33333333333333","4.33333333333333","48","man","1","2","Caucasian/European","Christian (Roman Catholic)","48195.5799044116","-1.1666606545353","online panel","monetary reward","1","1"
"6897","Australia","0.5","0.857142857142857","0","1","0.166666666666667","0.166666666666667","0","0.25","1","0.5","0.25","3","4","4","5","2","5","4","4","3","4","5","3","4","3","4","2","4","3","3.35294117647059","3.71428571428571","2.16666666666667","5","71","man","3","5","East Asian","Christian (Roman Catholic)","14869.0906823045","-1.14590037797124","online panel","monetary reward","1","0"
"1090","Romania","0.833333333333333","0.571428571428571","1","0","0.666666666666667","0","0","0","1","0.25","0.25","5","3","4","5","3","4","3","4","2","3","4","3","2","1","5","4","3","4","3.22222222222222","4.71428571428571","4","3","42","man","5","1","Middle-Eastern/Arab",NA,"41613.9980821757","0.332478560405665","mixed","raffle","1","1"
"2642","Ireland","0","0","1","1","0.166666666666667","1","1","0.5","0","0.5","0.25","3","5","1","5","3","3","4","2","5","3","4","4","3","4","4","4","4","2","3.94444444444444","3.14285714285714","2.16666666666667","4","30","woman","8","5",NA,"Christian (Roman Catholic)","2015.59048548675","-1.18430893128537","mixed","no compensation","1","1"
"8070","Spain","0.333333333333333","0","0","0","1","0.5","1","0.5","0","0.5","1","4","2","3","4","4","5","2","5","5","2","4","1","5","4","4","5","4","3","3.72222222222222","3.85714285714286","4","3.66666666666667","30","woman","6","5","Chinese","Christian (Roman Catholic)","41463.6440227034","-0.867917483502592","mixed","no compensation + course credit","1","1"
"8282","Germany","0","0.285714285714286","0","0","0.333333333333333","0.166666666666667","1","0.25","0","0","0.5","3","4","5","5","3","5","5","4","4","5","5","2","5","4","2","5","4","2","4.5","3.71428571428571","3","3.66666666666667","30","woman","9","4","Caucasian/European","Christian (Roman Catholic)","41463.6440227034","0.332478560405665","mixed","course credit","1","0"
"8480","Japan","0.166666666666667","0.571428571428571","0","1","0.5","0","0.666666666666667","0","0","0.75","0.5","3","5","2","5","4","5","4","3","5","3","3","3","5","5","4","5","4","4","2.66666666666667","3.42857142857143","2.83333333333333","2.33333333333333","38","woman","5","5","Caucasian/European",NA,"39286.7376488008","0.28604408028733","online panel","monetary reward","1","1"
"4503","UK","0.166666666666667","0","0","1","0.666666666666667","0","0","0.75","0","1","0","5","4","3","4","4","4","5","3","4","4","4","4","4","3","3","4","4","5","4.22222222222222","3.71428571428571","2","4","32","woman","8","5","Turkish","Christian (Roman Catholic)","14869.0906823045","0.590206515018923","online panel","raffle","1","1"
"3652","India","0.5","0.857142857142857","0","1","0.5","1","0","0.5","0","1","0.5","5","3","4","5","3","4","5","2","5","4","4","2","4","3","3","4","4","3","3.77777777777778","3.71428571428571","3.33333333333333","3.66666666666667","55","woman","5","4","Caucasian/European","Christian (Roman Catholic)","57305.2990162045","-1.14590037797124","students","raffle","1","1"
"1131","Romania","0.166666666666667","0","0","0","0.333333333333333","0","0.833333333333333","0.25","0.5","0.5","0.75","4","2","4","2","4","4","5","4","3","3","2","3","2","4","3","2","5",NA,"4.16666666666667","3.28571428571429","3","4.66666666666667","23","man","6","4","Caucasian/European","Christian (Roman Catholic)","3237.88336815666","-1.03157454652352","students","monetary reward","1","1"
"8687","Denmark","0","0.571428571428571","0","0","0.333333333333333","0.666666666666667","1","0.5","0.75","0.25","0.25","4","4","3","5","5","5","2","5","4","4","4","3","2","4","4","4","4","3","2.16666666666667","4.14285714285714","4.33333333333333","3.33333333333333","28","woman","3","4","Caucasian/European","Christian (Roman Catholic)","19089.7075056564","0.590206515018923","mixed","raffle","1","1"
"4040","Germany","1","1","0","1","0.666666666666667","0","0","1","0","0.75","0","5","3","4","5","2","4","4","4","4","4","3","4","3","4","4","4","4","3","4.55555555555556","3.28571428571429","2.5","3","23","woman","6","3","Mixed / other",NA,"15923.3590619893","-0.915551454303884","online panel","raffle","1","0"
"7692","Ireland","0.666666666666667","0","1","1","0","0","0.166666666666667","0","0.25","0.25","0","5","4","2","5","2","5","4","2","4","4","5","5","4","4","1","4","3","4","3.77777777777778","4.42857142857143","3.66666666666667","4","33",NA,"5","4","Caucasian/European","Christian (Roman Catholic)","60726.4665351509","0.500518754706187","online panel","raffle","1","1"
"9580","Germany","0.333333333333333","0","0","0","0.166666666666667","0.5","0.333333333333333","0","0.25","0.25","0.75","4","4","5","5","3","4","3","5","2","3","4","3","5","2","3","4","4",NA,"4.5","4.14285714285714","4.16666666666667","3.33333333333333","28","woman","6","2","Caucasian/European","Christian (Roman Catholic)","34318.3511241724","-1.44107284929397","online panel","monetary reward","1","1"
"8838","Italy","0","1","0","0","0.166666666666667","0.166666666666667","0.166666666666667","0","0","0.25","0.25","4","4","5","5","5","5","3","4","2","2","2","3","3","3","4","4","1","2","3.66666666666667","3.57142857142857","3.5","2.33333333333333","36","woman","7","6","Caucasian/European",NA,"53024.0592130531","-1.1666606545353","online panel","monetary reward","1","1"
"1914","Italy","0","0","0","1","1","0","0.833333333333333","0","0","0.25","0.75","4","2","3","5","2","5","4","4","3","3","3","4","4","3","3","2","3",NA,"3.94444444444444","4","4.16666666666667","2.66666666666667","25","woman","7","4","Caucasian/European","Christian (Orthodox - Russian/Greek/etc.)","48195.5799044116","0.28604408028733","online panel","raffle","1","1"
"10535","Turkey","0.166666666666667","0.857142857142857","0","1","0.666666666666667","0","0.833333333333333","0.5","0.25","0.75","0.25","4","4","5","5","1","4","4","3","4","3","3","4","3","4","3","2","5","5","3.77777777777778","2.14285714285714","3.33333333333333","3.33333333333333","22","man","3","5","Caucasian/European",NA,"34318.3511241724","1.24288037523174","online panel","monetary reward","1","1"
"2116","Germany","0.333333333333333","0","1","0","0.666666666666667","0.833333333333333","0","0.5","0","0.75","0.5","4","5","5","5","4","4","1","3","4","4","2","2","4","5","4","3","4","4","3.94117647058824","2.71428571428571","4.33333333333333","3.33333333333333","31","woman","8","3","Latin-American",NA,"39286.7376488008","-0.915551454303884","general public","raffle","1","1"
"4346","Croatia","0.5","0.285714285714286","0","1","0","1","1","0.5","1","0.75","0.25","3","4","4","5","1","5","3","4","4","3","4","4","4","5","3","3","4",NA,"4","2.85714285714286","3.66666666666667","4.33333333333333","22","woman","5","4","Indian",NA,"19089.7075056564","-1.49629850587786","online panel","raffle","1","1"
"6925","UK","0","0","0","1","0","1","0.666666666666667","0.75","0","0.5","1","3","2","5","5","4","5","4","4","2","5","4","4","1","3","5","3","4","3","3.94117647058824","3.28571428571429","4","4.66666666666667","26","man","6","3","Caucasian/European","Christian (Roman Catholic)","60726.4665351509","0.28604408028733","online panel","monetary reward","1","1"
"5459","Singapore","0.5","0.857142857142857","0","0","0","1","1","0","0","0","0.5","2","4","2","5","4","2","4","4","4","4","5","3","3","3","4","4","5","2","3.94444444444444","1.85714285714286","4","4.33333333333333","21","man","5","5","Latin-American",NA,"41463.6440227034","0.28604408028733","online panel","monetary reward","1","1"
"3973","India","0","0","0","0","0.5","1","0","0.75","0","1","0","4","4","2","3","3","5","4","5","4","5","2","3","5","4","3","3","4",NA,"4.5","4.14285714285714","4.33333333333333","4.66666666666667","22","man","7","4","Caucasian/European","Evangelical","41613.9980821757","-0.915551454303884","online panel","monetary reward","1","0"
"293","Germany","0.666666666666667","0.142857142857143","0","1","0.166666666666667","0.166666666666667","0","0.5","0","0.25","0.5","4","3","2","3","3","3","2","4","4","4","2","2","5","5","4","3","4","4","3.55555555555556","3.42857142857143","4.16666666666667","1","19","man","7","5","Caucasian/European","Christian (Roman Catholic)","2015.59048548675","-1.44107284929397","mixed","monetary reward","1","0"
"3756","Romania","0.333333333333333","1","1","0","0.833333333333333","0.833333333333333","0.166666666666667","0.25","0.75","0.25","0.75","2","4","5","5","4","5","3","4","4","3","1","3","5","2","5","5","4","5","3","3.85714285714286","3.16666666666667","3.66666666666667","18","woman","6","4","Caucasian/European","Christian (Roman Catholic)","12301.1864034302","0.292837379808369","online panel","no compensation + course credit","1","1"
"3550","Ireland","0","0","0","1","0.333333333333333","0.166666666666667","0","0","0","1","0.25","3","4","2","5","5","4","1","5","2","3","5","4","3","4","2","4","4","5","3.5","4.28571428571429","3","4","20","woman","7","4","Caucasian/European","Evangelical","2015.59048548675","-1.1666606545353","mixed","monetary reward","1","1"
"1118","Belgium","0","1","0","1","0.833333333333333","1","0","0","0.5","0.75","0","4","4","1","4","2","5","3","4","5","5","2","4","3","4","5","4","3","4","2.61111111111111","4.57142857142857","3.33333333333333","3.33333333333333","22","woman","10","5","Turkish","Christian (Roman Catholic)","34318.3511241724","-1.1666606545353","online panel","monetary reward","7","1"
"4691","UK","0","0.714285714285714","0","1","0","0.5","0","0.25","0","0.25","0.5","4","4","5","5","5","4","2","4","1","2","3","4","2","3","2","3","4","3","2.27777777777778","4.57142857142857","2.33333333333333","3.66666666666667","22","man","5","3","Middle-Eastern/Arab",NA,"14869.0906823045","-0.0367946577928783","mixed","raffle","1","1"
"3006","Singapore","0","0","0","0","0.166666666666667","1","1","0.5","0.75","0.5","0.5","5","5","1","5","3","5","5","5","2","4","4","4","4","4","4","4","3",NA,"3","4.71428571428571","3","3.33333333333333","24","woman","5","3","Caucasian/European",NA,"48195.5799044116","0.28604408028733","mixed","raffle","1","0"
"8129","Australia","0.666666666666667","0.714285714285714","0","1","0","0.5","0","0.75","0","0.75","0.75","4","5","5","5","4","5","1","5","5","3","4","4","2","4","4","1","3","4","3.88235294117647","3.85714285714286","4","3.66666666666667","22","woman","5","6","Caucasian/European",NA,"57305.2990162045","-1.1666606545353","mixed","raffle","1","0"
"4386","Lithuania","0.166666666666667","0","0","0","0.166666666666667","0.833333333333333","0","0","0.75","1","0.5","4","4","5","4","2","4","3","4","5","4","3","4","4","4","4","4","4","4","2.11111111111111","3.28571428571429","4.33333333333333","3","18","woman","4","4","Latin-American",NA,"48195.5799044116","-1.18430893128537","mixed","monetary reward","1","1"
"5579","Romania","0.166666666666667","0","0","1","0.166666666666667","1","0.833333333333333","0.5","0.5","0.25","0.5","5","4","3","5","4","2","4","4","5","3","2","2","4","5","3","3","3","3","4.33333333333333","3.57142857142857","4.33333333333333","5","23","man","7","5",NA,"Christian (Roman Catholic)","2015.59048548675","0.187687061666867","online panel","raffle","1","1"
"2264","Morocco","0","0","0","1","0","0.5","0.666666666666667","0.5","0","0.25","0.75","4","2","4","5","4","5","4","3","3","3","4","3","1","3","2","3","3","3","2.88888888888889","5","4","4.33333333333333","23","man","3","2","Caucasian/European",NA,"30523.8592390474","1.33057548063109","students","monetary reward","1","1"
"9691","Chile","0.166666666666667","0.857142857142857","0","1","0.166666666666667","0.333333333333333","0.166666666666667","0.25","0","0.25","0.25","5","4","4","3","2","4","4","5","3","5","3","3","5","4","4","2","4","3","4.22222222222222","4.28571428571429","4","4.66666666666667","24","man","7","4","South Asian","Christian (Roman Catholic)","14869.0906823045","-1.14590037797124","mixed","raffle","1","1"
"4752","Brazil","0","1","0","1","0.166666666666667","1","0","0.5","0.75","0.75","0.5","3","3","5","3","4","3","4","3","2","4","4","2","4","4","5","2","4","1","3.38888888888889","4.42857142857143","4.16666666666667","4","26","woman","4","5","Caucasian/European",NA,"30523.8592390474","-0.724855477453004","mixed","raffle","1","1"
"8006","Romania","0.166666666666667","1","0","0","0","0","1","0.5","0.75","0.5","0.5","3","5","5","4","3","3","4","4","4","2","2","3","3","4","4","3","3","5","3.83333333333333","4","4.66666666666667","3.66666666666667","33","woman","5","4","Caucasian/European","Christian (Roman Catholic)","12301.1864034302","-1.49629850587786","online panel","no compensation","1","1"
"2433","Croatia","0.166666666666667","0","0","0","0.5","0","0.5","0.25","0.5","0.5","0.25","4","4","2","4","4","5","3","2","4","3","4","2","5","4","4","4","4","3","3.27777777777778","1.57142857142857","2.83333333333333","3.33333333333333","20","woman","8","6","Caucasian/European","Christian (Roman Catholic)","64581.9440183954","0.187687061666867","online panel","raffle","1",NA
"8337","Morocco","0.666666666666667","0","1","1","0.166666666666667","0.833333333333333","0","0","0.25","0.25","0.5","4","3","5","4","4","5","5","2","4","3","2","4","4","4","4","5","4","3","3.11111111111111","4","4.66666666666667","4","27","woman","5","7","Caucasian/European",NA,"41463.6440227034","-1.03157454652352","online panel","monetary reward","1","1"
"5502","India","0.833333333333333","0.571428571428571","0","0","0.166666666666667","1","1","0.5","0","0.5","0.5","4","4","5","3","4","5","5","5","3","3","3","2","5","4","2","4","4","1","4.44444444444444","3.71428571428571","5","5","27","man","6","5","Caucasian/European",NA,"30523.8592390474","-1.03157454652352","online panel","monetary reward","1","1"
"2299","Japan","0.5","0.142857142857143","0","1","0.833333333333333","0.166666666666667","0.333333333333333","0","0","0.5","0.5","4","4","5","5","4","5","3","4","4","3","1","4","3","4","4","2","3","3","2.94444444444444","3.85714285714286","2.66666666666667","2.33333333333333","41","man","7","5","Asian","Christian (Roman Catholic)","30523.8592390474","0.187687061666867","mixed","raffle","1","1"
"6715","Germany","0.5","0.142857142857143","0","0","1","0.833333333333333","0.666666666666667","1","0.5","0.25","0.5","4","2","4","4","4","5","4","4","5","5","4","4","3","2","4","3","1","4","3.27777777777778","3.71428571428571","3.83333333333333","5","26","man","7","3","Turkish","Other:","46556.0995671478","-1.18430893128537","online panel","no compensation","1","1"
"8174","Belgium","0","0.142857142857143","0","1","1","0.5","0.166666666666667","0","0.5","0","0.5","4","4","1","5","4","5","4","4","2","3","4","3","4","2","5","3","3","4","4.05555555555556","4.85714285714286","2.16666666666667","3","23","man","9","6","Caucasian/European","Hindu","41613.9980821757","-1.03157454652352","online panel","raffle","1","1"
"1920","US","0","0","0","1","0.5","1","0.5","0","0.25","0.25","0.25","3","1","3","4","4","4","4","4","5","4","3","3","4","3","3","2","3","4","4.11764705882353","3.14285714285714","4.5","3.66666666666667","24","woman","7","4","Caucasian/European",NA,"57305.2990162045","0.590206515018923","mixed","course credit","1","1"
"4234","Japan","0.5","0.714285714285714","0","1","0.666666666666667","0.666666666666667","0.666666666666667","0.25","0","0.25","1","4","5","3","3","5","5","5","3","5","5","5","3","3","4","3","3","3","3","3.05555555555556","3.85714285714286","3.5","4","23","man","5","3","Mixed / other",NA,"41613.9980821757","-0.208237450865951","students","monetary reward","1","1"
"415","China","0.166666666666667","0","0","1","0.166666666666667","0.5","1","0.5","0","0.25","0.25","4","4","5","2","4","2","5","2","4","4","1","3","4","4","3","4","3","5","3.61111111111111","4","4.33333333333333","4.66666666666667","24","man","3","5","Caucasian/European",NA,"78806.431996268","1.24288037523174","online panel","monetary reward","4","1"
"9123","Germany","0.666666666666667","0","0","1","1","0.166666666666667","0.666666666666667","0.5","1","0.5","0.25","2","4","5","2","3","3","4","5","4","3","4","4","5","1","5","2","3","4","3","3.71428571428571","3.16666666666667","1.66666666666667","19","man","2","2","Caucasian/European","Muslim (Sunni)","41463.6440227034","-1.03157454652352","online panel","course credit","4",NA
"5886","Netherlands","0","0","1","1","0","0.5","0.166666666666667","0","0","0.25","0.5","4","3","5","5","4","3","4","4","5","5","3","2","3","5","2","3","3","3","3.11111111111111","3.85714285714286","3","2","20","woman","4","5","South Asian","Muslim (Sunni)","46210.5476227883","-1.03157454652352","mixed","monetary reward","1","1"
"4443","India","0","1","0","1","0.833333333333333","0.666666666666667","0.5","0","0","0.5","0","5","4","4","5","4","5","4","3","2","4","3","4","4","4","4","1","5","4","3.83333333333333","4.57142857142857","3.66666666666667","3.66666666666667","26","man","3","3","Caucasian/European","Christian (Roman Catholic)","9311.36611728167","1.24288037523174","mixed","raffle","1","1"
"226","Israel","0","0","1","1","0.333333333333333","0.166666666666667","0.5","0.5","0","0","0.5","4","2","5","5","4","2","4","4","4","2","1","3","5","3","3","3","5","2","3.55555555555556","4.57142857142857","4.16666666666667","2.33333333333333","22","man","7","5","Caucasian/European","Muslim (Sunni)","57305.2990162045","1.97326652406719","mixed","raffle","1","1"
"5312","Romania","0","0.142857142857143","1","0","0.333333333333333","0.166666666666667","0.166666666666667","0","0.25","0.5","0.5","4","2","4","5","2","5","3","4","5","4","5","4","3","2","3","4","4","1","4.11111111111111","4.85714285714286","3","2.66666666666667","21","woman","7","5","Middle-Eastern/Arab","Muslim (Sunni)","60726.4665351509","0.808366944407156","online panel","monetary reward","1","1"
"6743","Germany","0","0","0","0","1","0","0","1","0","0.25","0","4","4","5","4","4","4","4","3","5","3","5","3","4","3","3","3","4","3","3.11111111111111","3.28571428571429","3.83333333333333","2.66666666666667","30","woman","7","4","Caucasian/European","Christian (Roman Catholic)","62641.0145699281","0.51613148818575","mixed","monetary reward","1","1"
"5353","Turkey","1","0","0","0","0","0","1","0","0","0.5","0.75","3","4","4","1","3","5","5","3","3","4","2","4","4","5","4","4","3","1","3.55555555555556","3.85714285714286","1.5","4","21","man","7","4","Caucasian/European",NA,"46556.0995671478","0.590206515018923","online panel","no compensation","1","1"
"8073","Germany","0","0","0","0","0","0.833333333333333","0.333333333333333","0.75","0","0.5","1","2","4","3","5","3","5","2","3","3","3","4","5","3","2","2","4","4","4","3.94444444444444","4.28571428571429","4.33333333333333","3.33333333333333","27","woman","6","4","Caucasian/European","Christian (Roman Catholic)","53024.0592130531","1.97326652406719","online panel","monetary reward","1","1"
"6132","France","0.666666666666667","0","0","0","0.666666666666667","0","1","0","1","0.5","0.5","5","3","3","4","2","4","3","1","4","2","2","3","4","4","4","2","3","4","3.22222222222222","4.28571428571429","2.66666666666667","4.66666666666667","32","woman","8","5","Caucasian/European",NA,"60726.4665351509","1.00180198970142","mixed","raffle","1","1"
"1266","US","1","0.571428571428571","1","0","0.833333333333333","0","0.666666666666667","0.5","0","0","0.5","5","4","5","5","4","2","3","2","1","4","3","4","3","3","2","1","4","4","4.5","4.42857142857143","4.33333333333333","3.66666666666667","33","woman","7","3","Caucasian/European","Christian (Roman Catholic)","48195.5799044116","-1.49629850587786","online panel","no compensation","1","1"
"10440","Australia","0.333333333333333","0","1","0","0.5","0.166666666666667","1","0","0.5","0.5","0.25","4","5","3","4","4","3","4","4","5","3","3","5","4","4","4","5","4","4","3.77777777777778","3.42857142857143","3.83333333333333","4","33","woman","4","4","East Asian","Christian (Roman Catholic)","46210.5476227883","-1.1666606545353","mixed","course credit","1","1"
"79","Ireland","0.166666666666667","0","0","1","0.166666666666667","0.166666666666667","0.666666666666667","0.5","0","0.75","1","5","3","5","5","2","5","4","4","4","3","3","3","3","5","4","4","4","4","3.22222222222222","4.14285714285714","3.83333333333333","3.66666666666667","56","man","7","5","Caucasian/European",NA,"8920.76210462979","1.97326652406719","students","monetary reward","1",NA
"926","India","0.666666666666667","0.857142857142857","0","1","0.166666666666667","1","0.166666666666667","0.5","0.25","0.25","0.25","4","4","5","5","4","4","4","5","3","4","5","4","3","3","3","2","3","4","3.83333333333333","3.71428571428571","4.16666666666667","4.66666666666667","21","woman","5","7","Latin-American","Christian (Roman Catholic)","48195.5799044116","-1.49629850587786","mixed","no compensation","1","1"
"3032","Belgium","0.833333333333333","0.142857142857143","0","0","0.333333333333333","1","0","0.25","1","0.5","0.75","3","4","2","4","5","5","4","5","2","1","2","2","5","4","4","5","4","4","2.77777777777778","4.14285714285714","4.16666666666667","2","36","man","6","2","Chinese",NA,"41613.9980821757","0.590206515018923","general public","raffle","1","1"
"3798","France","0.833333333333333","0","1","0","0.666666666666667","1","0","0","0","0.5","0.5","4","4","4","1","3","4","1","2","5","3","4","2","2","2","4","5","5",NA,"3.94444444444444","2.71428571428571","2.5","2","52","man","5","4","Caucasian/European","Christian (Roman Catholic)","34318.3511241724","0.808366944407156","online panel","monetary reward","1","1"
"5995","Singapore","0.5","1","0","1","0.166666666666667","0.833333333333333","1","0","1","0.25","0","3","4","5","5","3","4","2","3","4","3","4","4","4","4","2","4","4","4","2.66666666666667","3.57142857142857","1.83333333333333","4.66666666666667","29","man","7","4","Chinese",NA,"9311.36611728167","1.24288037523174","mixed","monetary reward","1","0"
"9284","Brazil","0.5","0","0","0","1","0","0.5","0","1","0.5","0","4","4","5","5","5","4","3","4","2","4","4","4","3","4","4","4","5","2","3.94444444444444","4.28571428571429","3.16666666666667","2.33333333333333","27","woman","5","4","Latin-American","Hindu","48195.5799044116","0.808366944407156","online panel","monetary reward","1","0"
"1121","Croatia","0.166666666666667","0.714285714285714","0","1","0","1","0","0.5","0.25","0.25","1","4","4","5","5","4","4","4","4","5","3","5","4","1","4","5","2","2","2","2.61111111111111","3.71428571428571","1.5","4","23","woman","3","5","Caucasian/European",NA,"39286.7376488008","1.97326652406719","online panel","raffle","1","1"
"6486","Canada","0.333333333333333","0","1","1","0.166666666666667","0.333333333333333","0.5","0","0","0.25","0","3","4","3","5","5","5","2","4","3","3","5","3","4","3","3","4","3","3","3.77777777777778","3.71428571428571","2.16666666666667","4.33333333333333","47","man","8","5","Chinese",NA,"48195.5799044116","-0.724855477453004","online panel","raffle","1","1"
"4305","Israel","0.666666666666667","0.857142857142857","0","1","0.833333333333333","1","0.166666666666667","0","0","0.75","0.25","3","3","2","4","2","5","3","2","2","4","4","2","3","4","3","5","4","3","3.22222222222222","3.14285714285714","4.33333333333333","2.33333333333333","29","man","8","5","Caucasian/European","Christian (Roman Catholic)","41613.9980821757","0.590206515018923","online panel","raffle","1","1"
"6871","France","0.166666666666667","0","1","1","0","0.333333333333333","0.333333333333333","0","0","0.5","0.5","5","4","5","3","4","4","4","5","5","2","4","2","2","3","4","3","5",NA,"4","4.57142857142857","2.16666666666667","3.66666666666667","27","woman","6","5","Middle-Eastern/Arab",NA,"12301.1864034302","0.590206515018923","mixed","monetary reward","1","1"
"5622","Japan","0","0.857142857142857","0","1","0.833333333333333","0","0","0.25","0.25","0.25","0.75","4","5","2","5","4","5","3","4","4","5","4","4","4","3","4","4","1","1","2.66666666666667","4.28571428571429","4.16666666666667","2.33333333333333","52","man","6","3","Chinese",NA,"48195.5799044116","0.590206515018923","mixed","monetary reward","1","0"
"8493","Germany","0","0.571428571428571","1","1","0.166666666666667","0","0.333333333333333","0.5","0","0","1","4","2","4","4","4","5","3","4","3","2","5","3","3","3","4","4","4",NA,"3.94444444444444","4.28571428571429","4.83333333333333","2.33333333333333",NA,"man","6","3","Caucasian/European","Muslim (non-sectarian)","64581.9440183954","0.590206515018923","mixed","raffle","1","1"
"7222","Lithuania","0.833333333333333","0","0","0","0.833333333333333","0.833333333333333","1","0.5","0.25","0.75","0.25","4","3","4","2","4","3","4","5","3","2","3","2","5","4","2","4","4","4","4.17647058823529","3.71428571428571","3.83333333333333","3","46","man","5","5","Caucasian/European",NA,"9770.84708783314","0.187687061666867","online panel","raffle","1","0"
"5967","Israel","0.5","0","0","0","0.5","1","0","0.5","1","0.25","0.5","4","5","4","3","3","4","1","4","4","4","5","4","4","5","4","4","3","5","3.70588235294118","2.85714285714286","4","4","39","woman","2","4","Caucasian/European",NA,"46210.5476227883","-1.49629850587786","online panel","monetary reward","1","0"
"5621","Chile","0.166666666666667","0.285714285714286","0","0","0.666666666666667","0.666666666666667","0.5","0.25","1","0.25","0.25","4","5","3","5","3","5","4","4","2","3","4","4","3","3","4","3","4",NA,"3.38888888888889","3.57142857142857","3.5","3.33333333333333","23","woman","7","5","Middle-Eastern/Arab","Christian (Protestant)","46210.5476227883","1.24288037523174","online panel","raffle","1","1"
"6893","China","0.833333333333333","0.285714285714286","1","0","0","0.5","0.5","0.75","0.5","0.25","0.25","4","4","5","5","3","4","4","5","4","3","5","4","3","4","3","4","1","3","3.94117647058824","3.28571428571429","3.83333333333333","2.66666666666667","30","woman","7","6","Caucasian/European",NA,"48195.5799044116","-1.18430893128537","students","no compensation","1","1"
"10451","Israel","0.833333333333333","0.142857142857143","0","0","0","0","0.833333333333333","0.75","0.5","0.25","0.25","4","3","5","5","3","5","3","5","4","5","5","2","4","4","3","4","3","3","4.16666666666667","3.14285714285714","3.33333333333333","4.33333333333333","28","woman","5","4","Caucasian/European",NA,"12301.1864034302","-0.915551454303884","online panel","monetary reward","1","1"
